GHG Emissions (Scope 1) (tCO2e),GHG Emissions (Scope 2) (tCO2e),GHG Emissions (Scope 3) (tCO2e),Total Water Consumption (ML),Total Waste Generated (t),New Hires and Turnover by Gender (Female %),Current Employees by Age Groups (Millennials %),Total Turnover (%),Total Number of Employees,High-consequence injuries,Recordable injuries,Anti-Corruption Training for Employees (%)
1.2691625673587505,0.5192735228202178,-0.3056840299982063,-1.307888466248006,-1.7127495143552243,0.7714487262144127,1.238044424201714,-0.3620868572124077,0.41762967120492483,-0.41823063431273777,-0.02214903720950251,0.6502227938655073
0.8033946642753639,1.628475414335436,-0.7230439018464669,-0.29663216823910754,-1.1563515232294461,0.9845600468258583,0.7815063702241625,1.041331910554802,-1.063662356193173,-1.2983456055095763,-0.02214903720950251,0.3418852362600998
0.9642143279896959,-1.0348687019817828,0.8083911010023942,1.606381152459459,-0.615999338708448,0.5549011840911163,0.9232685989166955,0.5434048416564917,-1.1094755116797121,0.4618843368841008,-0.6586156236894567,-0.47007070486440566
-1.279679282257936,1.1068712600421045,0.530340668864073,1.04685249406957,-0.7275718918469641,-0.7051088525210338,-1.2447342563098078,-0.5632222406981193,0.6734197893381015,-1.2983456055095763,0.6143175492704517,0.028444241871462977
0.28544815649518374,-0.2822494522836711,-0.18181852180492478,-1.1654868411589214,-0.7649874300765613,-0.594346032488213,-0.0508864748804813,-1.272545673065683,1.081920425759742,-1.2983456055095763,0.6143175492704517,-0.5666416884777706
1.6385133207233782,0.9758379201766594,0.12660306099420532,-0.35852946235039884,-0.7406920712867701,0.8296284521335582,1.0444965757442821,-1.6723653087401447,-1.5103406221869293,-0.41823063431273777,-0.6586156236894567,-1.3230071643067751
-0.8889970409434635,-0.6893296611233557,-1.0129429094024638,-0.36075856011551166,-0.8688021814789971,-1.0145761951385575,0.18267699709925844,-0.27566253305340394,-0.6017130383705703,0.4618843368841008,1.2507841357504057,1.2252824109360396
-0.7222243335390497,-0.06173000883593158,-0.4421117937340109,-0.7277465518318659,1.319721142490934,0.37209499771659615,0.7068930895148375,-1.4542509267226347,-1.4797985185292366,0.4618843368841008,-0.9768489169294338,0.22100390024910946
1.266492663820282,-1.0845359726470012,0.9456520349098818,1.6640954542051842,1.3457596217591852,-1.4936449007624375,-0.40620248008893306,-0.46210762529049537,1.643131580469846,0.4618843368841008,-1.6133155034093878,-0.2409977325044417
-0.520097028654853,-1.028187960838276,0.8754540008023272,-0.5750492979609688,0.7560734644901669,-1.4254586156968219,0.2832112825921796,-0.4983740701886618,0.2916434936169423,-1.2983456055095763,-0.3403823304494796,-0.9550601235988162
1.680134058375409,0.6264610322665092,0.7342776149618108,1.3415267888302627,0.5132863941466264,0.6140824063333211,1.5051664901567634,-1.7415373826493874,0.37563427867559734,-1.2983456055095763,0.9325508425104287,-0.9572540398766088
-1.5108566845993396,0.5715051676036839,-1.4916324336933326,-0.7859273220747771,-0.5206327393570921,-0.11830407634863706,1.5469566716072567,-1.2015850140580797,0.856672411284258,-0.41823063431273777,-0.02214903720950251,-0.1378057227538419
-0.13729652251912042,-1.4832205579089246,-0.9823371581555392,-0.6777586364140094,-0.884722554886017,-0.43439362937166326,-0.22704706683706546,-0.8689234823711153,-0.29247423883643137,0.4618843368841008,-1.6133155034093878,0.2823849388145028
-0.47973401310759145,1.0066488644293212,1.1080200662459505,0.6603525727253153,0.5003968742683395,-0.8404432607843342,0.11624170431635132,-1.6869528433685788,-0.17794135012008358,0.4618843368841008,-1.6133155034093878,-0.02820231352966773
-0.7716338621382841,0.03206346962575453,1.2110656716928436,-0.9659949037846308,0.2272844351332207,0.08357939564182977,1.2303984304649231,-1.1923846566553205,1.4064302771227273,1.3419993080809394,-0.9768489169294338,-0.5327259340868815
-1.4482250287121223,-0.7968718427278562,-0.5241099020319885,-0.8586406011047634,1.6932494827975118,-1.139997739054246,-0.6282562749585459,-0.8813654275543829,0.8414013594554116,0.4618843368841008,-0.9768489169294338,-0.6556389229038558
-0.363914424396684,-1.245571966990601,1.025937828701094,1.366425229209943,0.5090835582834708,-1.513292219282678,0.9747841990651295,-0.5338268620639104,-1.3499945779840425,0.4618843368841008,-0.6586156236894567,0.01442544539310919
-0.030445744499961395,0.7675074480356091,0.9277744104352699,0.18490900583006714,0.9769675686089208,-0.9472730013643832,0.5699301003497154,0.3477346200829385,-1.4034432593850048,0.4618843368841008,1.5690174289903829,1.3643906169280888
1.4917981569148768,-0.4645501130222771,-0.014892881860365774,0.4568963558892093,-1.3901590989985204,-0.6588685845548296,1.664932724465134,-0.06062082398316048,-1.204919585610002,-0.41823063431273777,-0.6586156236894567,1.2374983439961793
-1.2388826073306558,0.5641825511400531,1.6191488789797828,1.1083705167287883,0.9220287260108398,1.012512837117753,1.4073655650836785,1.466540451478134,0.4290829600765596,-0.41823063431273777,-1.2950822101694108,1.2792042377165975
1.3164296760133625,0.5037212395153479,1.6520030574826026,0.8096905301101581,0.1470112142581434,-1.1270813371594819,1.597118962412942,-1.0539149719635774,1.2040888403905128,1.3419993080809394,0.6143175492704517,-0.6961314791306266
1.5035394617166435,1.6500359655434806,-1.6509302572926905,1.0525252377477092,0.20465185183577322,-1.0491117234667244,0.785279914808226,0.8584103444009198,-0.9720360452200948,-0.41823063431273777,-0.02214903720950251,-1.2404166056660095
-0.12807925715582033,0.6403669255613486,1.3952799052973166,1.4038694783106642,0.8595654321812789,0.22046770896675036,-1.097309386973691,0.02889694105517125,-0.42991370529604866,-0.41823063431273777,-0.9768489169294338,-0.6536969252683099
-1.3379123729801767,-1.4905656655752424,1.6861292225672329,0.7547797044659768,-0.9073429811725297,-0.12651332079644306,-1.46650183146014,-1.4143613334438176,0.1312974494140554,1.3419993080809394,-1.6133155034093878,-0.7296489000828887
0.21120559457871269,1.5754839967178247,0.24849084345710562,-1.1902548029592654,-0.9924310537457364,-1.4775839912842255,1.3303655165824864,-1.2602647606418778,-1.6477800886465466,0.4618843368841008,0.29608425603047456,-0.34277749345202263
0.22065368834771276,-0.2904010073236335,-0.8417474926223643,-0.9674841730186335,0.620337407603065,-0.6116611154498546,0.8379854623621456,1.398636537770605,-1.231643926310483,0.4618843368841008,0.6143175492704517,-0.8893661413248175
1.619862466467714,0.642101600161732,-0.46535897330931836,0.4751083894855123,0.5422601970994312,0.33550301338011923,-0.06146883319163145,1.314737668362846,1.3491638327645534,1.3419993080809394,1.5690174289903829,-1.0833662029156883
1.2178639890660012,1.1062988940407983,-1.6116908931458152,-0.8743001658675706,-0.33955185756493367,-1.1706124572196466,1.481137947755319,0.2928137275025419,0.9330276704284898,-1.2983456055095763,-0.3403823304494796,-0.12125027078991694
0.41864799326017765,-1.5034695668166507,1.529873899281689,-1.4028855731649241,-0.7337394573532097,1.4171756117843965,0.3554294559347597,-0.11572482919468596,0.8261303076265653,0.4618843368841008,0.6143175492704517,-1.516653388918507
0.20061480539614437,-0.9667463328487198,0.6729144973980626,1.6423052201214727,1.3666809836203053,-1.2558260765832763,1.19767110940873,0.3218571598424105,1.2766263365775332,0.4618843368841008,0.9325508425104287,0.260433811546232
0.06216969994554389,-1.501246386967949,-0.36604796274179957,-0.8051395575143373,-1.5782458622174491,-1.232513815731599,1.181447133944462,-0.9901972186653195,-1.6401445627321234,-1.2983456055095763,0.9325508425104287,0.5086231420412574
0.4198444641861846,-0.5487986018465184,-1.4163699247830264,-0.7968798988115403,-0.30748490074038365,-1.4226906590412058,0.4431466031455721,-1.1699838289480449,-0.2123012167349879,-1.2983456055095763,-0.3403823304494796,0.8996030395130133
-1.0278104611945513,-1.0393343669195974,1.5261642255411367,-0.9392460392994063,0.32732785573712675,-1.1489337060391733,-1.0641655488951622,0.9952884450495454,-0.2199367426494111,-0.41823063431273777,0.29608425603047456,0.8742665169586401
0.9425043655129667,-1.4967841320474173,-1.3742729542405054,-1.2953219496327717,-0.21564039065217627,-0.48719681163799683,0.10630899689576365,-0.5329512415206494,-1.6783221923042393,0.4618843368841008,0.29608425603047456,-1.0632688563635952
-0.7619629601997606,-0.31383091209707686,-0.6598997783217766,0.38442894107637404,0.14276493765972695,0.45213939027046746,0.4705517542607684,-1.712815586323025,-0.3153808165797009,-1.2983456055095763,1.5690174289903829,1.5813388794479173
-0.7280685081322483,1.0995332610300952,-1.0667084030154255,-1.3227018591131243,-0.8469789360648142,0.8815778111961319,-1.008197580786013,0.8431835030174154,1.3949769882510925,-1.2983456055095763,0.6143175492704517,1.2256829781649023
1.079316254254658,-0.6990114269267982,1.1738254146592386,-1.091243108534413,0.36787683282784395,0.9547769060128937,0.6789830913584011,-1.261060079674074,-1.5485182517590452,-0.41823063431273777,-0.02214903720950251,0.6873482382501572
0.7576090830054879,1.1875586843049923,0.09849608850326105,0.5777519941320086,-1.005066753859006,0.7462111063385979,-1.0261938558143149,-1.5580083383646652,0.7650461003111798,-0.41823063431273777,1.2507841357504057,1.6256566859611308
-1.2569117506752625,1.4767036198978198,-0.5943584240869532,-0.6563803311190403,-0.02429502442968276,0.3095342071331159,1.5476157241189015,-1.248149276914466,-0.155034772376814,0.4618843368841008,-1.2950822101694108,-1.6201189838903123
-0.9750777878555157,0.08792126368339852,0.7926167429354244,1.4316518265295224,-0.03772973538135692,-1.0140115809406611,-0.921902801042982,1.719551040153364,0.856672411284258,-0.41823063431273777,-0.3403823304494796,0.8027733465629971
1.2260247600121879,1.0498007223343195,0.4707972086914758,-1.2222763251084694,0.8716848003281732,-0.27568344442643145,-1.1844885159579281,-0.4830749109463667,-0.2542966092643154,1.3419993080809394,1.2507841357504057,0.2692010041652886
-0.017742724013296678,1.093582967263867,-1.284746504452788,1.2186074208488296,-0.38287862840314557,-0.709640013282424,-1.0864231257873478,1.6033637438030957,-0.5520821199268197,1.3419993080809394,-0.02214903720950251,1.7163949571532764
-0.9060151142982154,-0.6635074522494802,-1.4404138987524246,-1.3338215742618602,1.4387989877829142,1.2077650174959411,0.27203219378407706,-1.3676918285409143,1.00556516661551,-1.2983456055095763,0.29608425603047456,0.0684900672668429
